class,sentence
"functional","The administrator will maintain a listing of allowable diagnoses that an LHCP can use"
"functional","The adverse event report changes to a status of removed"
"functional","The amount field will be automatically decremented as payments are entered into the associated invoices"
"functional","The Appointments and Encounters Report ( ReportsVisitsAppt-Enc ) gives you a useful cross-reference of appointments with their corresponding encounters"
"functional","The Appointments Report (ReportsVisitsAppointments) gives you a list of appointments for a given provider or for all providers in a specified date range"
"functional","The audit report shall be available to other adjusters at later points in time"
"functional","The audit report shall be displayed to the user"
"functional","The audit report shall include the number of available recycled parts from the original search results"
"functional","The audit report shall include the percentage of available recycled parts used in the estimate"
"functional","The audit report shall include the total number of recycled parts used in the estimate"
"functional","The audit report shall include the total score of the audit which sums the indivual line items"
"functional","The authorization must be written in plain language"
"functional","The available recycled parts information and their suppliers shall be returned to the user"
"functional","The Billing Report page will automatically display any billable encounters that were generated today"
"functional","The bottom 3 or 4 of the table will hold events that occur according to its relevance to current time"
"functional","The bottom window also shows any notes left for that provider about their patients"
"functional","The Calendar shows the appointments scheduled for that day"
"functional","The chargeback request results in a printed chargeback notification that is sent to merchant indicating that their account will be charged back if no proof is provided that the disputed transaction is valid"
"functional","The checkbox is used to control whether the note is active"
"functional","The chosen patient is not the desired patient"
"functional","The clinic and provider name should be automatically filled in for you as well as the time that you selected"
"functional","The code or other means of record identification is not derived from or related to information about the individual and is not otherwise capable of being translated so as to identify the individual and"
"functional","The comment is empty and the text No Comment (without link) is displayed instead of the Read Comment link"
"functional","The Commissioner will be the only authorized user per league to adjust league settings"
"functional","The confirmation must contain the following information the dispute case numberthe type of chargeback requested (pending or immediate)and the date that the merchant response is due"
"functional","The covered entity may discuss the scope format and other aspects of the request for access with the individual as necessary to facilitate the timely provision of access"
"functional","The covered entity may impose a reasonable cost-based fee for each subsequent request for an accounting by the same individual within the 12 month period provided that the covered entity informs the individual in advance of the fee and provides the individual with an opportunity to withdraw or modify the request for a subsequent accounting in order to avoid or reduce the fee"
"functional","The covered entity may not implement a change to a policy or procedure prior to the effective date of the revised notice"
"functional","The covered entity may prepare a written rebuttal to the individuals statement of disagreement"
"functional","The covered entity may require individuals to make requests for access in writing provided that it informs individuals of such a requirement"
"functional","The covered entity may require individuals to make requests for amendment in writing and to provide a reason to support a requested amendment provided that it informs individuals in advance of such requirements"
"functional","The covered entity must make reasonable efforts to inform and provide the amendment within a reasonable time to:"
"functional","The covered entity must make the appropriate amendment to the protected health information or record that is the subject of the request for amendment by at a minimum identifying the records in the designated record set that are affected by the amendment and appending or otherwise providing a link to the location of the amendment"
"functional","The covered entity must permit an individual to request access to inspect or to obtain a copy of the protected health information about the individual that is maintained in a designated record set"
"functional","The covered entity must permit an individual to request that the covered entity amend the protected health information maintained in the designated record set"
"functional","The covered entity must permit the individual to submit to the covered entity a written statement disagreeing with the denial of all or part of a requested amendment and the basis of such disagreement"
"functional","The covered entity must promptly provide written notice to the individual of the determination of the designated reviewing official and take other action as required by this section to carry out the designated reviewing officials determination"
"functional","The covered entity must promptly revise and distribute its noticewhenever there is a material change to the uses or disclosures the individuals rights the covered entitys legal duties or other privacy practices stated in the notice"
"functional","The covered entity must provide a notice that is written in plain language and that contains the elements required by this paragraph"
"functional","The covered entity must provide a timely written denial to the individual in accordance with paragraphof this section"
"functional","The covered entity must provide or deny access in accordance with the determination of the reviewing official under paragraphof this section"
"functional","The covered entity must provide the access as requested by the individual in a timely manner as required by paragraphof this section including arranging with the individual for a convenient time and place to inspect or obtain a copy of the protected health information or mailing the copy of the protected health information at the individuals request"
"functional","The covered entity must provide the access requested by individuals including inspection or obtaining a copy or both of the protected health information about them in designated record sets"
"functional","The covered entity must provide the individual with a timely written denial in accordance with paragraphof this section"
"functional","The covered entity must provide the individual with a written accounting that meets the following requirements"
"functional","The covered entity must as appropriate identify the record or protected health information in the designated record set that is the subject of the disputed amendment and append or otherwise link the individuals request for an amendment the covered entitys denial of the request the individuals statement of disagreement if any and the covered entitys rebuttal if any to the designated record set"
"functional","The covered entity obtains documentation that an alteration to or waiver in whole or in part of the individual authorization required by Ã‚Â§164508 for use or disclosure of protected health information has been approved by either:"
"functional","The current repair facility ratings shall be displayed to the user"
"functional","The data displayed in both the nodes within the graph and the rows in the table are MSEL Summary data"
"functional","The data for personnel can be edited according to Data Format 62 (all fields mandatory except for associated MID and Street Address 2)"
"functional","The data will be as of October month-end"
"functional","The date for the appointment is in the past an error message is displayed and the appointment is not edited"
"functional","The default template for this form may also be customized to your clinics own specifications"
"functional","The denial must be in plain language and contain:"
"functional","The denial must use plain language and contain:"
"functional","The designated reviewing official must determine within a reasonable period of time whether or not to deny the access requested based on the standards in paragraphof this section"
"functional","The display shall have two regions:left 2 or 3 of the display is graphicalright 1 or 3 of the display is a data table"
"functional","The displayed measurement for the quarter is zero"
"functional","The Dispute System shall provide the users with the ability to follow up on a dispute case via follow-up actions"
"functional","The Disputes application shall comply with the corporate standards for user interface creation for internally and externally used applications"
"functional","The Disputes System must allow the user to create three unique types of ticket retrieval requests"
"functional","The Disputes System must allow the users to select disputable transactions (based on the age of the transaction) from a user interface and initiate a dispute (ticket retrieval request or chargeback notification) on the selected transaction"
"functional","The Disputes System must prevent external users from requesting original receipts"
"functional","The Disputes System must provide a confirmation to the user upon the creation of a chargeback request"
"functional","The Disputes System must provide a confirmation to the user upon the creation of ticket retrieval request that contains the following information the dispute case numberthe type of retrieval requested (copyoriginal or portfolio)and the date that the merchant response is due"
"functional","The Disputes System must provide Search functionality"
"functional","The Disputes System must provide the ability to view existing dispute cases"
"functional","The Disputes System must provide the user the ability to initiate a single dispute case on multiple transactions that belong to a single merchant"
"functional","The Disputes System shall accurately provide a list of possible reason codes for a given transaction"
"functional","The Disputes System shall allow the user to create or initiate a chargeback request"
"functional","The Disputes System shall prevent the creation of duplicate dispute requests 100% of the time"
"functional","The Disputes System shall provide the users the ability to view the history of all activities that have occurred on the dispute case"
"functional","The Disputes System shall provide update access capability for authorized users of the application"
"functional","The Disputes System shall provide view access capability for authorized users of the application"
"functional","The Disputes System will facilitate direct data entry of a dispute case via a user interface that supports real time responses to the users"
"functional","The Disputes System will provide the user the ability to create or initiate a ticket retrieval request"
"functional","The downloaded claim file should contain the necessary encounter information formatted for billing"
"functional","The drop-down list above will then be populated with any billing codes that match your search parameters"
"functional","The EHR System has the ability to have a managed care solution as an integrated part of the proposed EHR System or whether a separate solution will be required to which the EHR will interface"
"functional","The EHR System needs to provide the functionality to carry forward previous visit history into the current visit template"
"functional","The Emergency Triage and Tracking application has the capability to automate and manage the processes for the emergency department to enable efficient comprehensive providing care in a timely fashion"
"functional","The entire history of personal health records see (UC10) and Data Format 64"
"functional","The EOB Invoice page contains a detailed list of payments made on this invoice so far"
"functional","The EP who receives a patient from another setting of care or provider of care or believes an encounter is relevant should perform medication reconciliation"
"functional","The EP who transitions their patient to another setting of care or provider of care or refers their patient to another provider of care should provide summary care record for each transition of care or referral"
"functional","The estimator shall apply selected recycled parts to the collision estimate"
"functional","The estimator shall not apply recycled parts to the collision estimate if no available parts are returned"
"functional","The estimator shall search by zipcode with a radius of 30 miles if no parts are found for the preferred parts suppliers"
"functional","The estimator shall search for available recycled parts using a list of preferred parts suppliers"
"functional","The estimator shall search for available recycled parts using damaged vehicle parts information"
"functional","The far right column in the Issues list represents the number of encounters associated with a given issue"
"functional","The Fee Sheet also allows you to justify the selected codes for billing purposes"
"functional","The Fee Sheet includes several drop-down lists of the most commonly used billing codes"
"functional","The Fee Sheet is different from most other forms in that it enters and modifies billing information that is stored elsewhere in the system it is not really an encounter form and when used it will not appear in the encounters list of forms"
"functional","The fields for this use case accept the following information: letters (upper and lower case) numbers blankspace and carriage return"
"functional","The fields of the CSV file must include at least the first name last name and e-mail address with additional columns available for the other demographic values"
"functional","The final product is a site where health care workers can access important patient information the non-emergency access can be controlled and all access would be tracked"
"functional","The first lab procedure in the received list is marked with a status of testing and all other lab procedures have a status of received"
"functional","The following use cases document flows of events"
"functional","The full content of a finalized note includes the finalized note and any finalized modifications to that note including finalized changesreferred to as corrections clarifications addenda etc"
"functional","The HCP can edit the patient according to data format 64with all initial values (except patient MID) defaulting to null possibly and possibly as appropriate"
"functional","The HCP confirms the reassignment or cancels the reassignment"
"functional","The HCP does not confirm the selection and is prompted to try again"
"functional","The HCP does not have the ability to enter or edit or view the patients security question or password"
"functional","The HCP enters a comment for a lab procedure with status as pending"
"functional","The HCP enters a patient as a new user of iTrust Medical Records system"
"functional","The HCP is asked to confirm the decision to cancel the referral"
"functional","The HCP is notified if any of the fields contain characters that are not in the above list"
"functional","The HCP is notified of drug allergy"
"functional","The HCP is notified that required fields contain no input"
"functional","The HCP is notified that the required fields contain too many characters"
"functional","The HCP is prompted to confirm that he or she wishes to remove the lab procedure"
"functional","The HCP must provide instructions (can neither be empty nor the default form field value) or else they cannot add the prescription"
"functional","The HCP selects a different Lab Technician"
"functional","The HCP selects a different procedure code"
"functional","The HCP selects a patient to deactivate"
"functional","The HCP types a invalid zip code (zip codes are five digits) and is prompted to try again"
"functional","The HCP types an invalid date and is prompted to try again"
"functional","The HCP types an invalid diagnosis code and is prompted to try again"
"functional","The HCP types an invalid medical identification number and is prompted to try again"
"functional","The Health Care Financing Administration Common Procedure Coding System (HCPCS) as maintained and distributed by HHS for all other substances equipment supplies or other items used in health care services"
"functional","The health care personnel does not confirm the selection and is prompted to try again"
"functional","The health care personnel types an invalid medical identification number and is prompted to try again"
"functional","The health care professional does not confirm the selection and is prompted to try again"
"functional","The health care professional types an invalid medical identification number and is prompted to try again"
"functional","The hospital ID numbers for a LHCP are stored in the Medical Care Personnel Affiliation database (data format 68)"
"functional","The Indigent Patients report lists all encounters for patients that were seen without insurance"
"functional","The information provided is invalid"
"functional","The input data a timestamp and the fact that the status was reported by case manager and his or her MID are saved"
"functional","The Insurance Distribution report (listed under ReportsInsurance) shows you how many patients seen over a given time period use each kind of insurance"
"functional","The intent is to test the Required (R) fields including the product coded terminology for the medication and medication allergy"
"functional","The interface must summarize the data in a fashion thatÃ¢â‚¬â„¢s appealing to CCR management"
"functional","The IQA subsystem shall take into account current inventory status and adjust inventory of substitutionary ingredients accordingly"
"functional","The Issues list can be found on the right-hand side of the Patient Summary page"
"functional","The iTrust Admin has authenticated himself or herself in the iTrust Medical Records system (UC3)"
"functional","The iTrust HCP has authenticated himself or herself in the iTrust Medical Records system (UC3)"
"functional","The iTrust user (admin) has been authenticated in the iTrust Medical Records system (UC3)"
"functional","The iTrust user (HCP or patient) has authenticated himself or herself in the iTrust Medical Records system (UC3)"
"functional","The iTrust user (HCP) or administrator has been authenticated in the iTrust Medical Records system (UC3)"
"functional","The iTrust user (Lab Technician patient or HCP) has been authenticated in the iTrust Medical Records system (UC3)"
"functional","The iTrust user (LHCP or ER) has authenticated himself or herself in the iTrust Medical Records system (UC3)"
"functional","The iTrust user (LHCP UAP or patient) has been authenticated in the iTrust Medical Records system (UC3)"
"functional","The iTrust user (patient or PHA) has been authenticated in the iTrust Medical Records system (UC3)"
"functional","The iTrust user (patient) has been authenticated in the iTrust Medical Records system (UC3)"
"functional","The iTrust user has authenticated himself or herself in the iTrust Medical Records system (UC3)"
"functional","The iTrust user has been authenticated in the iTrust Medical Records system (UC3)"
"functional","The lab procedure code is not the intended lab procedure code"
"functional","The lab technician can specialize in blood work tissue work or general"
"functional","The leads washing functionality shall receive a period list of available reps from the enterprise system"
"functional","The leads washing functionality will compile both contact and academic scoring information for a total score"
"functional","The leads washing functionality will have an interface in which lead data parameters can be maintained"
"functional","The leads washing functionality will insert all leads captured by the web service"
"functional","The leads washing functionality will return the lead data supplied to the vendor along with the reason of rejection"
"functional","The leads washing functionality will store any potential lead duplicates returned by the enterprise system"
"functional","The leads washing functionality will use the parameters supplied by corporate and schools to score part of the lead"
"functional","The leads washing functionality will validate all leads received by the web service for valid data"
"functional","The LHCP can download an XML-formatted document containing the results of the group report"
"functional","The LHCP can view of the comprehensive patient report for the specified group including the information below"
"functional","The LHCP does not confirm the selection and can try again"
"functional","The LHCP does not confirm the selection and is prompted to try again"
"functional","The LHCP enters a patient medical identification number (MID)and confirms his or her input"
"functional","The LHCP enters and confirms the patient or representatives MID"
"functional","The LHCP has authenticated himself or herself in the iTrust Medical Records system (UC3)"
"functional","The LHCP is presented with a listing of all his or her patients whose height weight or pedometer data type is specified to be under monitoring with their height weight and pedometer reading numbers recording timestamp and who reported the data (patient name UAP name or personal representative name)"
"functional","The LHCP is presented with a screen upon which he or she can choose a date range"
"functional","The LHCP may choose to override this warning and confirm the date and time or may cancel and return to referring page"
"functional","The LHCP or ER does not confirm the selection and is prompted to try again"
"functional","The LHCP or ER enters a MIDand confirms the input"
"functional","The LHCP requests a comprehensive patient report for a particular patient"
"functional","The LHCP types an invalid age range and is prompted to try again"
"functional","The LHCP types an invalid medical identification number and is prompted to try again"
"functional","The LHCP types an invalid MID and is prompted to try again"
"functional","The LHCPs name specialty and address are provided"
"functional","The licensed health care professional making a diagnosis determines if a patient is granted the ability to restrict viewing of the diagnosis"
"functional","The list is a static list with no link on the patients name phone number or contact email address)"
"functional","The list is sorted by the date of the last office visit (most recent first)"
"functional","The list of available follow up actions for a given dispute case must be filtered by the status of the case and the access level of the user"
"functional","The list of cases must differentiate the type possibly and possibly status of the case by color -coding the line item in the list"
"functional","The list of in transit lab procedures is sorted by timestamp from oldest to most recent"
"functional","The list of possible reason codes must be derived based on the type of transaction and the industry that the merchant belongs toaccording to the business rules defined for the Disputes System"
"functional","The list of received lab procedures is sorted by priority (from most important to least important) with a secondary sort by timestamp (oldest to newest)"
"functional","The list should now display all billables from the selected date range"
"functional","The list shows the patient and invoice number as well as the current balance to be paid"
"functional","The message board shall contain the 5 most recently posted messages on the league page"
"functional","The messages will contain up to the first 150 characters of the message"
"functional","The MID is a unique number assigned to all roles"
"functional","The new form can be viewed using a PDF viewer or printed automatically on a pre-printed HCFA 1500 form depending on your systems configuration"
"functional","The new note is now listed on the Summary page"
"functional","The new note now appears in the list on the Patient Notes page"
"functional","The new transaction has now been added to the list along with the referral"
"functional","The newly added immunization now appears in the list at the bottom of the screen"
"functional","The notice must contain a statement that individuals may complain to the covered entity and to the Secretary if they believe their privacy rights have been violated a brief description of how the individual may file a complaint with the covered entity and a statement that the individual will not be retaliated against for filing a complaint"
"functional","The notice must contain the date on which the notice is first in effect which may not be earlier than the date on which the notice is printed or otherwise published"
"functional","The notice must contain the following statement as a header or otherwise prominently displayed: THIS NOTICE DESCRIBES HOW MEDICAL INFORMATION ABOUT YOU MAY BE USED AND DISCLOSED AND HOW YOU CAN GET ACCESS TO THIS INFORMATION"
"functional","The notice must contain the name or title and telephone number of a person or office to contact for further information as required by Ã‚Â§164530"
"functional","The notification center displays You havent entered remote monitoring information for today yet if the patient is being monitored for telemedicine but the patient or personal health representative hasnt entered remote monitoring information for the current date yet"
"functional","The notification of the game ending will include the reason the game is ended (iea player has won the game or a player has ended the game)"
"functional","The number in the Prv column has also decreased"
"functional","The number with a - in the Prv column indicates the number of insurance companies for which this invoice is awaiting payment"
"functional","the office visit date should link to the patients view of the office visit (UC9)"
"functional","The owner shall have free access to all of the streaming movies"
"functional","The page also includes links to the patients medical history documents etc at the top of the screen as well as a list of issues associated with that patient and any appointments they may have scheduled in a column along the righthand side"
"functional","The patient can choose to click this link"
"functional","The patient can select a diagnosis and will be presented with the LHCPs in the patients living area (based upon the first three numbers of their zip code) who have handled this diagnosis in the last three years"
"functional","The patient chooses My Expired Prescription Reports and is presented with a list of the patients expired prescriptionssorted by start date (the later date is ranked earlier closer to the top)"
"functional","The patient chooses one or more drug for which to report the adverse event"
"functional","The patient chooses the immunization for which to report the adverse event"
"functional","The patient chosen is not the desired patient"
"functional","The patient clicks on the name of the LHCP for an expired prescription and is presented with the contact information for that LHCP (including First Name Last Name LHCP Type Street Address 1 Street Address 2 City State Zip Code Phone and Contact Email) if any type of contact information is missing or the whole contact information for the LHCP is not available in the database the corresponding missing types of information are simply shown as blank"
"functional","The Patient Encounters & Documents page at the bottom of the screen displays a list of all encounters that have been entered for this patient"
"functional","The patient is also provided with the option to send a message to the receiving HCP to request that an appointment be scheduled"
"functional","The patient is sent a fake email that the HCP has prescribed a medication that he or she is allergic to or that has a known interaction with a drug he or she is taking"
"functional","The patient is then able to write a textual description which describes the symptoms of the adverse event and to save the information"
"functional","The patient looks for an hospital with experience in physical services as specified by LOINC codes of the office visits (UC15) and is given a list of the 5 most experienced Hospitals in that particular field"
"functional","The patient or representative views his or her message inbox"
"functional","The patient search function is located below the navigation list on the left hand side of the screen along with a link to OpenEMRs support page on Sourceforgenet"
"functional","The patient selects the relevant physical services he is interested in and is then presented with the top five hospitals with that experience"
"functional","The patient selects the type of appointment from a pull-down menu of the existing appointment types enter the appointment date and start time (only a date or time equal or after the current date or time is allowed)"
"functional","The patient receiving HCP referral notes possibly and possibly referral priority are invalid and the HCP is prompted to enter this information again"
"functional","The patient UAP or personal representative enters a glucose level outside the range-250"
"functional","The patient UAP or personal representative enters a systolic blood pressure outside the range 40-240 or a diastolic blood pressure outside the range 40-150"
"functional","The patient UAP or personal representative enters an alpha invalid value for weight possibly and possibly pedometer reading and is notified of an error and prompted to try again"
"functional","The patient UAP or personal representative tries to enter more than one weight data point or more than one pedometer data point for the day and is told additional data cannot be entered"
"functional","The patient UAP or personal representative tries to enter more than ten physiologic data points for one day and is told additional data cannot be entered"
"functional","The patients are created the tables are populated and the MIDS and temporary passwords are displayed to the HCP in a table"
"functional","The Practice Administration page initially presents you with the list of your clinics pharmacies"
"functional","The preferred repair facility shall be returned to the user"
"functional","The Prescription form includes a search function for looking up a particular type of medication"
"functional","The product must be able to interface with various email servers"
"functional","The product must ensure that supervisors are allowed to access advertise empty time slots"
"functional","The product shall allow a player to end a game at any time during the game"
"functional","The product shall allow a player to initiate a game by selecting another available player from the list of players"
"functional","The product shall allow a player to position ships horizontally on their grid"
"functional","The product shall allow a user to identify himself or herself as a player"
"functional","The product shall allow a user to remove himself or herself from the list of players at any time"
"functional","The product shall allow an organizer to invite other employees to meetings"
"functional","The product shall allow for customization of start page and views preferences"
"functional","The product shall allow the player to position ships diagonally on their grid"
"functional","The product shall allow the user to save the property search results"
"functional","The product shall allow the user to select a chosen language from one of the target market countries"
"functional","The product shall allow the user to view previously downloaded search resultsCMA reportsand appointments"
"functional","The product shall assign the organizers contact information to each meeting they create"
"functional","The product shall be able to delete room equipment"
"functional","The product shall be able to send email"
"functional","The product shall be able to send meeting notifications via different kinds of end-user specified methods"
"functional","The product shall be able to store new room equipment"
"functional","The product shall be easy for customers with novice skills on theInternet to purchase and watch streaming movies"
"functional","The product shall continue to assign turns until the game is ended"
"functional","The product shall display a map of the company building showing conference room locations"
"functional","The product shall display conference rooms according to search parameters"
"functional","The product shall display room equipment according to search parameters"
"functional","The product shall end a game when a hit by the offensive player results in sinking the last of the defensive playerÃ¢â‚¬â„¢s shipswhich had not been previously marked as sunk"
"functional","The product shall ensure that only supervisors can advertise empty time slots"
"functional","The product shall ensure that only supervisors can enter a callerÃ¢â‚¬â„¢s schedule"
"functional","The product shall ensure that only supervisors can view schedule of all callers"
"functional","The product shall have the ability to send meeting reminders to employees"
"functional","The product shall help System Administrators to analyze the transactions with ad-hoc reporting and KPIs (Key Performance Indicators)"
"functional","The product shall maintain a list of players"
"functional","The product shall maintain the status of each player for a turneither offensive or defensive"
"functional","The product shall make inactive players unavailable for selection from the list of players"
"functional","The product shall notify building personnel of equipment transport requests"
"functional","The product shall poll the system for messages every second"
"functional","The product shall poll the system for new messages at a maximum of every 1 second"
"functional","The product shall prevent a player from viewing the offensive or defensive grids of the other player"
"functional","The product shall prevent the player from overlapping ships on their grid"
"functional","The product shall provide asynchronous messaging to enable parallel processing and reduce the overhead in communications"
"functional","The product shall provide Error Tracking Services"
"functional","The product shall provide Monitoring Services"
"functional","The product shall record all the equipment that has been reserved"
"functional","The product shall record the transportation status of equipment reserved"
"functional","The product shall record updated meeting agendas"
"functional","The product shall remove players who have been inactive for 24 hours from the list of players"
"functional","The product shall retain the customerÃ¢â‚¬â„¢s buying preferences and information"
"functional","The product shall send a meeting confirmation to the meeting organizer"
"functional","The product shall store new conference rooms"
"functional","The product shall synchronize with the office system every hour"
"functional","The product shall update existing conference rooms"
"functional","The product shall use symbols and words that are naturally understandable by users familiar with websites"
"functional","The product will allow priviledged users to view meeting schedules in multiple reporting views"
"functional","The product will be able to delete conference rooms"
"functional","The product will display an available status for unreserved conference rooms"
"functional","The product will notify employees of meeting invitations"
"functional","The product will record meeting acknowledgements"
"functional","The product will update existing room equipment"
"functional","The proposed EHR System is integrated across the Inpatient and Outpatient continuum of care through workflows document types and result displays"
"functional","The proposer shall provide an Ad Hoc reporting tool"
"functional","The public health agent can select to see the detail of a specific report"
"functional","The public health agent may also choose to remove an adverse event report (such as based upon communication with the reporter or because the report appears to be bogus)"
"functional","The ratings shall be from a scale of 1-10"
"functional","The ratings shall include categories for attempted use of recycled parts and actual use of recycled parts"
"functional","The realtor shall be able to retrieve a map showing property locations for a specified area"
"functional","The realtor shall be notified of new client appointments after automatic synchronization with office system"
"functional","The receiving HCP chosen is not the desired HCP"
"functional","The recycled parts search results provided to the estimator shall be retrieved by the system"
"functional","The referral is now in the Patient Transactions list"
"functional","The report of needed classes shall include (but not be limited to) classes to be offerednumber of sections needednumber of labs neededand room types needed"
"functional","The requirements in paragraphsandof this section apply to such uses and disclosure to the extent that the covered entity in the exercise of professional judgment determines that the requirements do not interfere with the ability to respond to the emergency circumstances"
"functional","The resulting list should include the following for each access: name of non-DLHCP accessor (with a link to contact information if the viewer is an LHCP) role of non-DLHCP accessor relative to the patient date and time of access transaction Type (See Data Format 63)"
"functional","The right-hand side of the Patient Summary shows a list of all current and future appointments for that patient"
"functional","The same process is used to create a repeating Out Of Office event"
"functional","The search fields with the blue background are for locating a specific invoice (or invoices)"
"functional","The search method must include the ability to search bythe dispute case number the merchant account number the cardmember account number andthe issuer number"
"functional","The search radius shall be between 1 and 30 miles"
"functional","The selected Lab Technician is not the intended Lab Technician"
"functional","The sending HCP does not confirm the selection and is prompted to try again"
"functional","The sending HCP is also presented with a text box to include notes about the referral"
"functional","The sending HCP then chooses a priority from 1-3 (1 is most important 3 is least important) for the referral"
"functional","The SOAP form will contain a subjective & objective record of the patientÃ¯Â¿Â½s vital information as well as any notes on the assessment of the patients health and suggested treatment plans"
"functional","The standard Save File dialog should appear next allowing you to save the generated batch file to your computer"
"functional","The streaming server will support a maximum of 700 movies new servers can be added to support more movies"
"functional","The system also needs to integrate into clinical systems (ED Scheduling etc)"
"functional","The system directs the user to make a different choice"
"functional","The system generates work lists (queues) including: Medicare Secondary Payer (MSP) Follow-up Pre-Registration Dirty Beds Discharge Follow-up ER Quick Registration Follow-upInsurance Verification Past Due Arrival Pending ArrivalLeave of Absence View Unauthenticated EmployerMiscellaneous Insurance Interpreter Required Privacy Practice Accommodation Mismatch Nurse Unit Inquiry Name Inquiry"
"functional","The system hascapability of building manual and automated tests reports QA setting up critical values delta checks"
"functional","The system has a scheduling or registration product that can Add or Modify scenarios (eg Inpatient Outpatient ER Quick - Registration Pre-Admit series account)"
"functional","The system has ability for Pathologist to assign other Pathologists to sign in place of them"
"functional","The system has an integrated HIM set of functionality committed to the elimination of redundant data entry and the minimization of manual activities"
"functional","The system has an unmerge process"
"functional","The system has capability to automatically populate demographic fields"
"functional","The system has capability to capture the users information both internal and external who created possibly and possibly edited the record"
"functional","The system has capability to capture track and print referral information including the process to accept a referral and to notify the referring source of the acceptance"
"functional","The system has capability to designate a primary clinician"
"functional","The system has capability to display age with no greater specificity than days when time of birth is not recorded"
"functional","The system has capability to document the date time and lack of assent or consent in emergency treatment when a legal guardian is not available or present"
"functional","The system has capability to document the name of one or more witness(es) to the patient assent"
"functional","The system has capability to enable an user to pull resulted anatomical reports based on Attending Resident or Diagnosis"
"functional","The system has capability to have a patient education module that addresses the needs of the LA County population (eg multilingual ADA compliant etc)"
"functional","The system has capability to have technical modules that collect medical history"
"functional","The system has capability to make changes to complete encounters"
"functional","The system has capability to perform nursing assessments"
"functional","The system has capability to provide a mechanism to capture history of current illness"
"functional","The system has capability to provide the creation of user defined prompts alerts and fields to capture information"
"functional","The system has capability to request a scheduling confirmation"
"functional","The system has capability to send a scheduling confirmation to the requesting system"
"functional","The system has capability to support electronic signatures and other identifiers for authorization and consent forms"
"functional","The system has capability to support the capture graphic display of and plotting of Growth Chart information"
"functional","The system has capability to support:"
"functional","The system has capability to use pediatric-specific reference ranges for vital signs"
"functional","The system has functionality for Ã¢â‚¬Å“View only access or Full Access including capability to restrict scheduling based upon location"
"functional","The system has functionality for Enterprise Eligibility or Enterprise Benefits Management Integration which includes capability to verify insurance eligibility information during the scheduling process and capability to check for the medical necessity of procedures based on diagnosis combinations"
"functional","The system has functionality for scheduling request queues that prompt user to make registration appointment if any outpatient appointment has expiration prior to next appointment visit"
"functional","The system has functionality to indicate if multiple appointments interact when booked too closely together"
"functional","The system has the a method for positive identification for patients prior to phlebotomy and point of care testing"
"functional","The system has the ability for the ICU component to integrate and present fluid balance"
"functional","The system has the ability to alert staff of patients with highly sensitive Infection Control alerts (eg MRSA)"
"functional","The system has the ability to archive patients results and retrieve themwhen they return to the facility"
"functional","The system has the ability to authorize non-lab personnel access to specified lab reports"
"functional","The system has the ability to build reports that can be customized and queried"
"functional","The system has the ability to calculate acuity scores"
"functional","The system has the ability to capture retain update the assignment of a Medical Home for each patient"
"functional","The system has the ability to connect similar such as Gonzalez and Gonzales as possible matches"
"functional","The system has the ability to copy multiple preference cards simultaneously using Copy Wizard functionality"
"functional","The system has the ability to create management and technical reports for QA or QI workflow etc"
"functional","The system has the ability to define delta checks differential checks and others parameters to meet a specific defined population"
"functional","The system has the ability to document notification to clinician of abnormal results"
